anio,temp_media,temp_min,temp_max,precipitacion,provincia
2014,13.645479452054795,7.851506849315069,19.437260273972605,0.04.22.00.00.03.40.00.00.00.00.00.00.00.00.00.00.00.03.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.0Ip0.00.00.00.00.40.00.00.00.012.0Ip0.00.80.00.03.61.20.00.20.80.021.80.63.6Ip24.70.00.00.06.8Ip0.00.00.00.00.00.00.00.1Ip20.29.00.411.85.83.21.41.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.11.20.214.40.00.01.40.02.60.013.63.40.819.61.85.60.6Ip0.80.40.00.20.42.60.0Ip0.00.4Ip9.62.20.0IpIpIpIp0.00.00.00.00.00.0Ip2.92.80.4Ip0.00.20.20.00.00.00.00.0Ip0.00.20.40.00.00.07.818.05.49.20.23.12.40.00.00.00.01.40.41.62.0Ip0.44.81.60.012.80.00.00.00.0Ip0.07.50.0Ip1.2Ip1.40.67.42.43.28.41.410.02.03.81.40.85.40.00.00.0Ip0.02.20.2IpIp1.43.01.4Ip1.83.20.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0IpIp0.02.63.00.00.0Ip2.60.2Ip1.82.20.42.40.40.00.00.00.0Ip0.00.00.0Ip0.00.00.00.03.20.6Ip0.00.40.80.80.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip6.48.65.40.00.00.0Ip5.80.60.00.0Ip0.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.210.41.20.20.00.0Ip0.0Ip,Valladolid
2015,13.372602739726029,7.22931506849315,19.51753424657534,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.0Ip0.00.00.00.00.00.00.00.00.00.00.00.09.21.20.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.2Ip0.60.00.00.00.00.00.40.411.20.00.00.00.00.00.00.00.00.00.0Ip0.04.60.013.04.4Ip0.00.00.00.00.00.00.00.00.40.00.00.02.40.00.02.02.85.83.40.00.00.00.66.83.40.00.00.00.02.810.4Ip0.00.00.00.00.00.012.43.81.4Ip0.0Ip0.833.61.211.00.20.00.00.00.00.00.00.20.00.20.00.00.00.20.22.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.20.60.00.00.00.03.80.20.00.00.00.0Ip2.40.00.00.20.10.00.00.08.60.01.20.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.05.00.00.85.00.20.7Ip0.00.00.00.00.00.00.01.68.80.00.63.02.4IpIp0.40.40.00.00.00.00.01.21.60.02.40.00.00.04.60.00.0Ip0.00.00.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.6Ip1.6Ip2.66.4Ip0.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.25.610.60.0Ip0.00.25.62.4IpIp0.00.00.211.40.00.27.65.82.01.40.00.21.6Ip6.01.40.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.80.02.20.00.08.230.67.40.0Ip0.84.20.00.00.00.00.0Ip0.411.80.00.00.00.00.00.00.0,Valladolid
2016,13.018032786885248,7.075409836065574,18.954371584699455,0.00.00.08.0Ip0.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.010.40.80.70.00.00.00.00.00.00.00.00.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.823.83.80.00.00.20.20.00.00.01.07.011.60.20.00.00.00.00.00.00.00.00.00.215.615.20.00.00.80.20.00.00.20.00.00.00.00.00.00.214.2Ip0.04.20.20.62.60.00.00.00.00.00.02.20.60.00.00.00.00.00.00.00.00.06.40.43.60.00.0Ip0.0Ip0.00.00.00.00.00.00.00.00.00.013.80.411.032.40.09.43.811.016.417.60.20.01.03.80.00.02.60.60.00.21.40.80.20.00.00.21.27.4IpIp0.00.00.00.00.00.06.8IpIp1.01.27.34.81.20.4IpIp2.80.00.00.00.00.00.04.20.211.40.0Ip0.00.00.00.02.20.02.61.2Ip0.40.00.00.00.00.00.00.00.05.48.8IpIp0.00.00.0Ip5.4Ip2.60.06.01.00.07.08.63.40.00.00.00.0Ip2.41.43.6Ip12.44.415.60.80.47.41.61.20.44.80.00.00.00.60.20.00.00.00.00.00.04.64.41.43.24.01.41.43.80.80.0Ip0.00.00.00.00.0Ip0.00.00.40.00.00.02.40.60.00.00.00.0Ip0.00.0Ip0.00.00.00.00.00.00.0Ip2.01.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.0,Valladolid
2017,14.2586301369863,7.378630136986301,21.136438356164383,0.00.00.00.00.06.623.8Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.40.00.00.00.00.00.00.00.00.00.00.00.63.4Ip0.41.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.20.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0IpIp3.21.40.0IpIp0.00.00.00.00.00.00.00.00.00.00.08.40.2Ip0.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.0Ip1.88.60.20.00.00.0Ip0.0Ip0.00.00.00.00.02.4IpIp13.6Ip0.0Ip0.20.80.00.00.00.00.00.00.00.00.00.27.2IpIpIp0.02.20.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.05.22.80.21.80.20.69.26.24.24.6Ip0.21.60.00.00.00.42.82.40.20.00.00.01.00.00.00.00.00.00.00.00.0IpIp0.00.01.6Ip0.60.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.21.2Ip0.20.8Ip1.2Ip0.0Ip0.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.01.20.00.00.00.00.45.40.00.00.00.01.80.00.00.03.210.63.28.6Ip0.00.00.011.40.60.00.0Ip0.00.00.00.4Ip0.00.20.0Ip0.00.01.60.00.00.00.00.00.00.00.00.00.40.00.00.00.00.00.0Ip0.00.00.00.00.03.60.00.8IpIp0.0,Valladolid
2018,13.369315068493153,7.653150684931507,19.07972602739726,IpIp0.0Ip8.45.67.60.03.61.20.00.04.80.00.00.00.00.00.00.0IpIp0.0Ip11.20.00.00.00.00.00.00.00.00.4IpIpIp0.00.0Ip0.0Ip0.04.00.60.20.0Ip0.00.00.00.00.00.00.00.00.024.013.43.44.220.28.67.2Ip0.20.629.82.61.44.61.012.84.24.60.80.02.80.00.00.03.80.00.2Ip0.00.00.82.20.00.00.65.60.80.07.03.44.811.87.60.03.03.00.86.80.00.00.00.00.0Ip10.20.00.00.01.40.00.0IpIp0.0Ip0.00.00.00.01.8IpIp0.00.00.0Ip0.00.00.013.413.0IpIp0.20.01.422.48.6Ip0.83.60.20.00.00.40.0Ip2.210.20.07.28.26.814.69.6Ip0.00.00.00.00.00.00.016.4Ip0.00.00.00.00.20.06.80.22.62.40.00.00.00.0IpIp0.00.00.0Ip0.0Ip0.00.00.00.010.20.05.80.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.20.00.0Ip0.011.612.80.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.01.20.00.00.00.00.00.00.00.00.00.00.00.0IpIp0.20.01.4Ip1.40.00.0Ip0.00.00.00.00.00.00.0Ip0.20.25.013.00.2Ip0.00.017.82.43.80.44.40.25.87.65.20.00.00.00.00.02.44.82.80.69.0Ip3.24.60.60.00.013.80.00.00.00.00.00.00.00.00.00.00.00.07.80.22.08.61.80.00.81.00.20.00.00.00.00.00.00.00.00.00.00.0,Valladolid
2019,13.705479452054794,7.46027397260274,19.948493150684932,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0IpIp10.00.00.00.40.00.00.00.00.00.01.66.07.20.2Ip0.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.20.60.00.00.00.00.00.00.00.00.00.00.0Ip0.00.810.01.20.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.03.80.60.45.6Ip2.81.20.00.00.00.06.60.04.07.6Ip0.00.01.45.011.80.80.00.00.00.00.00.00.00.00.00.00.03.2IpIpIp0.00.00.00.00.01.40.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.02.60.00.00.00.00.00.00.00.00.00.00.00.0Ip1.40.00.00.0IpIp0.00.00.00.00.0Ip0.0IpIp0.00.00.01.40.00.00.0Ip14.20.00.00.00.00.00.00.00.05.46.40.0IpIpIp0.00.00.00.00.00.00.00.00.00.0Ip0.00.22.00.00.00.00.00.00.00.00.00.00.00.00.00.00.04.212.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.03.22.21.00.037.20.00.04.810.60.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.80.00.04.0Ip6.49.6Ip12.21.6Ip15.016.4Ip0.00.00.00.00.21.4Ip2.40.60.41.20.40.21.0Ip0.4IpIp6.82.61.60.0Ip1.20.00.45.05.410.60.03.00.23.4Ip4.43.46.85.80.00.00.00.00.00.01.00.01.00.2Ip0.0Ip0.00.40.06.031.811.45.22.00.00.00.00.00.00.00.00.00.0,Valladolid
2020,14.151366120218578,8.049453551912569,20.25054644808743,0.00.00.00.00.00.00.01.27.80.00.25.40.00.00.00.00.00.00.00.00.80.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.04.60.0Ip4.40.00.00.00.00.0Ip0.00.00.01.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.05.80.00.611.014.08.61.00.01.60.00.00.00.00.00.00.00.07.22.4Ip0.40.00.00.00.00.00.00.00.00.00.00.00.00.00.019.020.63.06.60.0Ip4.80.00.20.20.00.00.00.00.60.04.20.49.40.47.44.00.00.00.00.01.00.40.00.00.00.00.00.00.00.00.0IpIp0.00.00.00.00.00.02.80.00.0Ip1.20.02.05.00.80.0Ip4.00.02.20.04.81.80.60.00.0Ip0.00.00.05.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.20.84.0Ip2.4Ip0.0Ip0.0Ip1.41.00.00.87.82.43.60.60.00.00.00.00.00.00.02.20.00.0IpIp0.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.212.82.2IpIp2.00.00.00.00.00.00.00.00.00.03.27.8Ip0.00.00.03.0IpIp0.00.00.00.00.0IpIp3.44.40.40.00.011.21.22.20.014.09.01.41.83.43.08.25.61.4IpIp8.00.80.0Ip17.018.40.41.00.00.40.40.00.00.0Ip0.00.012.03.211.60.04.214.03.62.20.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.0Ip3.80.00.08.40.00.05.20.00.00.00.00.03.00.00.00.01.00.00.00.00.00.00.00.82.01.00.00.00.00.00.0,Valladolid
2021,13.52054794520548,7.372328767123288,19.66164383561644,0.0Ip0.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.03.01.812.20.00.00.00.00.00.00.00.00.00.019.210.2Ip0.00.00.00.03.00.0Ip6.69.25.20.00.00.00.00.00.04.20.60.00.00.00.00.00.00.00.00.00.00.00.05.20.00.20.0Ip0.00.00.00.00.00.00.00.611.65.48.40.00.60.00.00.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.03.013.018.811.40.60.20.20.00.00.00.60.00.00.60.01.47.2IpIpIp0.00.0Ip0.00.00.00.00.00.00.40.2Ip4.40.23.013.80.00.00.00.00.00.20.0Ip0.00.00.00.02.01.80.00.00.00.00.00.00.00.00.0Ip0.89.0Ip2.81.24.00.20.00.04.6IpIpIpIp7.211.03.23.24.64.615.4Ip6.00.00.00.00.00.20.00.40.00.09.80.00.00.00.00.00.03.81.00.20.0Ip0.00.00.40.00.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.04.63.00.00.00.00.0Ip2.45.613.00.00.04.20.00.00.00.00.01.35.012.0Ip0.00.00.20.80.65.20.81.21.02.8Ip0.00.00.00.00.06.83.60.2Ip0.60.00.0Ip0.00.00.00.00.00.00.00.00.00.0Ip0.21.4Ip2.43.20.00.20.00.00.00.00.00.00.00.00.21.00.67.86.48.62.4Ip4.21.0Ip0.00.00.00.00.00.00.00.0,Valladolid
2022,14.736438356164385,8.372876712328766,21.102465753424656,0.00.00.00.01.80.00.00.00.00.00.00.00.00.00.00.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0IpIp0.00.00.00.00.00.21.00.00.00.00.00.00.00.00.00.00.00.00.00.02.20.00.00.00.05.40.00.00.00.00.00.00.00.00.0Ip0.00.0IpIp7.40.60.00.00.00.00.00.00.00.00.0Ip0.00.00.00.09.20.00.00.00.00.00.00.00.00.00.22.40.00.00.00.00.05.84.60.019.810.25.64.6Ip0.20.2Ip0.00.08.45.24.40.02.20.60.00.00.00.26.0Ip0.00.0IpIpIp5.22.60.60.00.05.63.88.02.05.80.00.05.40.00.00.00.00.00.0Ip7.0Ip1.49.63.216.42.47.036.65.00.20.00.00.03.617.81.4Ip0.00.09.60.00.00.419.20.2Ip0.00.00.01.67.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.90.20.00.00.00.00.00.00.00.00.00.00.00.80.00.00.60.014.60.20.00.01.8Ip0.40.8Ip10.60.02.00.00.0Ip0.00.00.43.20.20.01.80.40.00.00.45.01.81.40.00.00.00.00.00.00.00.80.00.011.06.20.20.00.00.00.02.23.20.01.819.02.40.00.00.213.00.20.00.00.00.4Ip0.00.00.00.00.00.00.00.01.00.00.80.00.00.00.00.00.04.40.00.00.00.00.00.00.0Ip0.00.00.00.00.010.00.00.00.00.00.00.0IpIp0.00.07.81.2IpIp0.0IpIp1.40.8Ip0.00.00.00.00.00.0,Valladolid
2023,14.40876712328767,8.22986301369863,20.585753424657536,0.02.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip0.00.00.00.00.00.06.60.060.42.00.00.00.20.00.00.40.02.00.0Ip0.65.22.40.00.00.23.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.04.21.23.813.814.60.0Ip4.21.46.21.26.02.48.814.60.00.211.63.00.84.00.2Ip0.47.20.06.80.60.20.0IpIp0.00.00.00.00.00.00.00.00.00.00.01.00.44.628.80.00.02.2Ip0.00.413.4Ip0.60.00.04.00.00.00.00.00.00.00.40.00.00.00.00.00.00.00.00.01.81.4Ip6.40.00.00.00.00.010.01.80.01.81.60.00.00.61.60.4IpIpIp5.00.00.00.0Ip0.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.20.00.0Ip0.49.40.00.0IpIpIp0.00.00.00.02.01.20.28.22.20.00.00.0Ip0.00.00.03.40.20.00.00.00.00.0IpIp0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.20.40.00.00.00.00.00.00.04.00.00.00.00.00.00.00.0Ip0.00.00.0Ip0.00.0Ip0.00.0Ip0.00.02.20.0Ip0.00.00.00.00.00.00.40.00.80.04.83.64.40.82.24.20.61.2IpIpIp0.24.25.03.00.40.05.06.20.00.00.00.04.4Ip11.60.04.20.00.00.00.00.00.00.00.00.0,Valladolid
2024,14.171857923497267,8.196448087431694,20.14234972677596,0.010.60.83.80.00.00.0IpIp2.60.00.05.08.29.422.61.64.0Ip0.00.0Ip0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0Ip12.016.60.40.40.00.40.09.80.00.00.00.00.0Ip1.00.02.22.40.00.00.00.6Ip9.60.61.00.00.08.413.80.60.80.00.00.01.4Ip0.00.00.00.00.00.00.00.00.00.03.61.211.65.07.42.61.61.80.00.00.00.26.44.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.60.85.20.40.01.84.20.20.0Ip4.80.00.00.00.00.00.00.04.00.40.07.40.2Ip6.81.06.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.4Ip1.0Ip0.00.00.00.00.00.00.0Ip1.89.827.20.00.00.00.05.40.0Ip38.62.00.00.00.00.00.00.60.00.0IpIp0.00.00.00.02.4Ip0.00.00.00.00.00.00.00.00.00.00.00.00.04.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.00.00.00.00.00.00.00.00.00.00.00.00.00.06.02.40.05.00.00.00.00.00.80.00.00.00.00.00.00.00.00.00.00.00.00.01.25.21.20.00.00.20.22.80.00.00.00.0Ip9.21.20.00.020.29.80.80.60.00.81.00.0Ip23.63.40.20.00.00.00.00.00.04.8Ip0.61.60.213.61.01.00.00.00.0IpIp0.00.00.0Ip1.20.00.02.2IpIp0.00.00.00.00.02.00.20.014.43.00.00.00.00.00.01.80.20.40.00.00.00.00.00.00.00.00.20.40.00.00.00.22.8Ip0.00.00.00.00.00.00.00.00.00.00.00.0,Valladolid
2004,13.405737704918034,8.779234972677596,18.03032786885246,2.24.42.00.20.00.00.00.00.00.00.00.00.01.20.00.00.42.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.21.61.47.60.00.44.60.08.44.60.80.00.00.01.41.20.20.00.00.62.80.67.80.00.00.00.00.00.00.00.00.01.80.20.00.00.00.01.25.68.40.23.20.00.00.00.00.00.00.05.80.40.02.20.00.00.00.22.48.40.00.02.00.20.00.00.00.015.01.82.60.00.41.41.06.212.61.00.00.00.02.40.40.00.00.00.00.00.00.00.00.00.06.60.00.00.05.40.03.80.00.00.00.00.00.00.00.00.025.00.00.80.00.00.00.00.00.00.00.04.80.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.06.80.00.00.01.00.00.00.00.00.00.24.80.00.00.00.00.00.00.00.00.00.02.00.00.00.03.61.023.25.20.00.00.62.01.20.00.00.00.00.00.01.02.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.610.86.60.03.025.416.00.022.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.60.01.60.00.09.00.22.00.60.010.00.20.00.00.80.41.00.20.00.07.26.60.20.00.00.00.00.00.43.614.26.00.01.20.00.00.00.00.00.00.00.00.00.00.00.00.00.02.60.00.010.46.60.40.00.00.00.00.00.00.00.00.00.00.00.02.03.60.45.60.20.00.00.00.06.84.40.42.42.60.00.0,
2005,13.368767123287672,8.215068493150685,18.527671232876713,0.00.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.02.24.40.00.00.00.01.08.82.60.00.80.00.00.20.20.00.00.00.02.40.00.00.00.00.00.04.42.61.80.40.00.02.02.61.46.80.00.00.00.00.00.00.00.00.00.03.20.60.00.00.00.00.00.00.00.00.00.00.00.00.00.01.60.02.60.00.00.00.00.01.80.00.00.02.00.04.00.00.04.84.00.03.20.60.00.06.21.01.20.40.82.80.82.80.23.20.60.00.00.00.00.00.00.00.00.00.00.00.00.00.06.25.64.01.20.20.00.02.61.40.00.00.00.00.00.00.00.00.00.00.02.20.00.00.00.00.00.00.00.00.00.00.00.00.00.04.00.00.00.00.00.00.40.60.02.00.00.20.00.00.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.03.00.00.00.00.00.02.00.00.00.02.40.00.00.00.00.00.00.60.00.00.04.20.00.00.00.00.05.80.00.02.40.00.80.20.00.00.01.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.00.00.00.00.00.00.00.20.46.615.421.40.00.40.04.03.80.03.40.013.40.00.00.00.00.08.00.05.20.00.00.05.40.20.00.00.04.41.60.00.018.413.21.423.82.80.00.00.00.00.00.00.00.05.20.60.00.01.00.02.00.20.00.21.40.40.03.60.00.00.00.00.00.00.00.20.60.00.00.00.00.00.00.00.02.40.00.625.80.06.2,
2006,14.352876712328769,9.263013698630138,19.446027397260274,2.04.20.40.80.00.62.40.06.00.00.00.00.00.00.00.20.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.21.21.24.61.40.00.20.09.48.20.00.00.00.00.00.87.40.80.40.03.65.48.20.00.00.00.00.04.41.65.80.02.41.82.80.00.00.00.00.00.80.00.00.00.00.00.21.41.40.00.06.00.20.00.00.00.40.026.88.20.00.20.07.60.20.00.00.00.00.20.20.00.00.00.02.60.03.45.80.00.00.00.01.64.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.02.20.00.00.00.00.01.819.00.00.051.00.00.00.02.211.00.20.00.00.00.00.00.80.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.812.80.00.00.00.00.00.00.015.20.00.00.00.00.00.00.00.20.00.00.00.00.00.00.00.00.00.00.08.41.60.80.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.00.00.08.23.20.23.61.61.20.00.00.00.00.01.00.00.06.80.00.00.00.00.00.60.04.80.60.00.01.60.00.00.02.01.60.00.00.00.00.02.81.23.82.40.05.20.00.00.00.00.00.00.00.00.00.00.00.05.00.00.00.20.00.00.00.00.00.00.00.03.80.00.02.00.422.80.00.00.00.00.00.00.60.00.00.02.41.20.64.60.25.60.00.80.00.00.00.00.00.00.01.20.00.40.00.00.00.00.00.00.00.00.00.00.00.0,
2007,13.412328767123288,8.344657534246576,18.48219178082192,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.60.20.00.00.00.00.09.01.22.02.20.00.00.00.25.60.00.00.00.01.62.60.211.017.21.40.00.67.80.01.20.00.812.82.00.86.80.20.26.00.02.60.01.40.00.00.00.00.00.00.227.00.20.00.00.00.00.00.00.00.00.00.015.435.810.40.40.40.00.02.010.60.21.04.00.45.82.81.01.40.01.20.00.00.60.00.02.23.80.00.00.00.00.00.00.00.00.00.00.08.427.01.22.00.022.012.20.01.80.02.80.00.00.00.00.00.00.00.00.40.00.00.00.02.610.40.00.05.80.02.41.42.40.00.00.01.60.00.00.00.00.00.00.00.018.44.40.00.00.01.80.04.81.60.00.04.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.60.00.00.00.00.00.00.00.00.60.00.00.00.00.00.00.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.40.00.00.00.00.00.20.64.20.03.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.23.00.00.00.01.21.60.00.00.00.00.00.00.00.01.02.20.00.00.00.03.80.00.00.00.00.00.00.00.00.00.00.00.04.20.00.00.00.00.00.63.80.00.00.00.00.00.00.00.00.00.00.00.00.00.02.20.60.00.00.02.26.80.03.61.20.00.00.00.00.00.00.01.80.00.00.00.00.00.03.00.21.20.20.00.00.00.00.01.00.00.00.00.20.20.00.00.00.20.00.00.00.20.0,
2008,13.170491803278688,8.220491803278689,18.12459016393443,0.00.00.00.00.00.00.00.00.00.00.417.80.00.00.00.00.00.03.00.00.00.02.20.00.00.00.00.00.00.00.00.00.00.00.06.02.00.00.00.00.00.00.00.01.80.05.60.00.00.00.02.60.00.00.00.00.00.00.00.00.00.00.00.00.00.41.80.00.00.09.60.01.40.00.00.00.00.00.00.20.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.014.40.60.00.00.80.00.00.00.00.01.00.20.00.07.80.00.00.00.00.011.63.01.63.67.00.831.63.80.00.60.21.00.00.00.05.21.62.40.00.00.00.00.60.20.00.00.80.611.00.40.00.00.20.00.010.00.01.20.40.012.02.014.23.83.40.00.07.21.21.00.62.40.00.00.00.00.00.00.00.03.40.00.01.00.60.00.00.40.40.00.80.00.01.80.00.02.80.00.00.01.83.81.00.00.00.00.00.00.00.00.00.00.00.00.00.00.02.20.05.00.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.40.00.00.00.00.00.00.07.00.00.00.00.00.010.00.00.00.00.01.03.80.00.00.00.00.00.01.68.40.20.05.22.28.20.80.02.20.20.00.04.60.20.40.00.00.00.00.04.00.81.615.21.00.07.40.60.01.80.40.60.60.80.20.04.80.00.00.00.00.00.00.00.00.00.06.80.01.812.45.430.416.00.00.012.20.23.84.66.83.00.00.08.45.89.60.24.42.83.03.61.43.434.44.21.00.00.00.00.00.01.615.26.05.60.00.00.02.05.20.00.00.00.00.20.013.00.00.04.40.00.00.00.0,
2009,13.942541436464088,8.541160220994476,19.34475138121547,8.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.60.00.00.00.00.00.00.00.00.00.00.00.80.40.00.00.00.00.00.00.60.00.00.00.00.00.80.00.00.00.00.00.00.00.00.00.00.00.00.00.02.87.617.621.00.60.40.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.40.00.00.00.00.00.00.00.00.00.00.04.210.86.80.20.00.00.00.00.00.00.00.016.60.00.44.61.82.81.20.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.20.00.03.40.82.80.46.20.20.00.03.00.00.00.00.00.00.00.00.00.413.21.80.60.00.00.02.65.84.09.63.61.48.69.03.00.40.00.00.00.00.20.40.00.40.40.00.00.01.20.00.00.00.00.06.00.84.43.00.00.40.411.810.02.40.40.03.20.01.20.01.84.00.62.01.00.00.21.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.05.00.00.07.017.02.60.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.01.00.00.00.00.00.00.00.00.04.61.00.03.68.60.20.20.02.40.01.00.00.20.00.00.00.00.00.01.80.63.20.00.03.00.00.00.00.00.00.00.00.07.00.01.40.00.00.00.00.00.00.00.00.20.00.00.011.62.20.20.00.00.00.00.00.00.00.00.21.40.00.40.00.80.00.00.00.03.20.28.84.60.40.00.00.00.00.00.40.00.00.014.20.02.4,
